name,phone,extension,website,google_reviews,industry,profile_url,scraped_at
Fest Epit Takarit Kft,+36 1 443 3777 (mellék: 1280),1280,https://hu.pinterest.com/joszakihu,0,Festő / Tapétázó,https://joszaki.hu/szakember/fest-epit-takarit-kft#city=budapest&profession=szobafesto-tapetazo,2026-05-12 10:36:09
Nagy Peter 9,+36 1 443 3777 (mellék: 1280),1280,https://hu.pinterest.com/joszakihu,0,Festő / Tapétázó,https://joszaki.hu/szakember/nagy-peter-9#city=budapest&profession=szobafesto-tapetazo,2026-05-12 10:36:09
